wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk,"[0.33862111, 0.81815344, 0.90667206, 0.37511483, 0.38837624, 1.0840198, 0.81150573, 0.82607234, 0.83649582, 0.58356333, 0.94867808, 1.0088447, 0.84213293, 0.9039138, 0.95249993, 0.93351281]"
wgEncodeAwgTfbsHaibA549Yy1cV0422111Etoh02UniPk,"[0.99334174, 0.8102439, 0.88497591, 0.89541441, 0.70872718, 0.65761739, 0.87753761, 0.88583922, 0.87052208, 0.77467227, 0.80986017, 0.38726479, 0.67178339, 0.72989511, 0.36160499, 0.71602201]"
wgEncodeAwgTfbsHaibA549Zbtb33V0422111Etoh02UniPk,"[0.74191451, 0.93500733, 0.72178984, 0.90198153, 0.73686111, 0.46909538, 0.79656011, 0.84190774, 0.83244485, 0.93204033, 0.74971688, 0.8773976, 0.77412206, 0.67360193, 0.74894315, 0.77083099]"
wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk,"[0.91223711, 0.94892532, 0.89548022, 0.83864385, 0.80053198, 0.78944033, 0.44599211, 0.88741279, 0.8319279, 0.79486191, 1.0091794, 1.0530151, 0.78099144, 1.1216905, 0.82239801, 0.42020279]"
wgEncodeAwgTfbsHaibEcc1EraaV0416102Bpa1hUniPk,"[0.8628338, 0.92234689, 0.88102287, 0.86941046, 0.6180948, 0.81815779, 0.5243876, 0.84239334, 0.86346227, 0.77647042, 0.77987128, 0.81031817, 0.93664229, 1.0516723, 0.76515424, 0.65784025]"
wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk,"[1.0171238, 0.97439486, 0.85045701, 0.44560137, 0.96334672, 0.78932381, 0.89526671, 0.85943466, 0.80005842, 0.82685095, 0.92878187, 0.73869878, 1.027141, 1.0085067, 0.53358495, 0.9438746]"
wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Gen1hUniPk,"[0.77629668, 0.80113965, 0.76167625, 0.75321841, 0.89189613, 0.82813758, 1.0049194, 0.46595314, 0.87926477, 0.74848825, 0.86675477, 0.93174255, 0.85586792, 0.71679991, 1.0105762, 0.69852144]"
wgEncodeAwgTfbsHaibEcc1Foxa1sc6553V0416102Dm002p1hUniPk,"[1.0741107, 1.0136259, 0.47415432, 0.90978706, 1.0103655, 0.94640243, 0.50003409, 0.80445731, 0.90015578, 1.0705173, 0.93736666, 1.0579309, 1.1125852, 0.9993912, 1.0453687, 0.92206335]"
wgEncodeAwgTfbsHaibEcc1GrV0416102Dex100nmUniPk,"[0.87785697, 0.82461828, 0.85161322, 0.82269341, 0.74672133, 0.71596879, 0.82904685, 0.6922496, 0.87062675, 0.45693097, 0.63103372, 0.9650178, 0.7897687, 0.86210656, 0.70003021, 1.0593286]"
wgEncodeAwgTfbsHaibGm12878Atf3Pcr1xUniPk,"[0.94152176, 0.79432887, 1.0255609, 0.88809603, 0.82169688, 0.51209986, 0.87337422, 0.79027915, 0.95980853, 0.6191088, 0.85143179, 0.7795949, 0.89365053, 0.92060834, 0.36065495, 0.82830298]"
